,Argentina,Australia,Austria,Belgium,Canada,Chile,China,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Israel,Italy,Japan,Lithuania,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,Romania,Russia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Turkey,United Kingdom,United States
Italy,9.0,28.0,24.0,48.0,45.0,8.0,30.0,12.0,16.0,1.0,18.0,207.0,194,15.0,4.0,19.0,3.0,8334,16.0,1.0,12.0,74.0,2.0,16.0,7.0,21.0,12.0,10.0,1.0,2.0,7.0,7.0,4.0,126.0,41.0,133,4.0,6.0,310,561
Japan,4.0,90.0,8.0,25.0,62.0,5.0,351.0,6.0,11.0,1.0,13.0,78.0,126,,6.0,8.0,4.0,22,13307.0,,3.0,14.0,6.0,4.0,7.0,2.0,2.0,14.0,12.0,1.0,1.0,2.0,58.0,12.0,41.0,24,34.0,6.0,129,832
Lithuania,,1.0,2.0,3.0,2.0,,,,,,4.0,6.0,7,,,1.0,,3,,92.0,,,,,1.0,,,,,,,,,,1.0,1,,,2,4
Mexico,1.0,7.0,1.0,6.0,14.0,6.0,6.0,1.0,4.0,,1.0,30.0,36,2.0,1.0,,2.0,9,3.0,,826.0,12.0,1.0,1.0,1.0,4.0,,,1.0,1.0,,1.0,,72.0,4.0,9,1.0,1.0,25,155
Netherlands,3.0,59.0,15.0,121.0,48.0,5.0,100.0,3.0,16.0,1.0,17.0,77.0,215,9.0,5.0,10.0,7.0,95,13.0,,6.0,5715.0,8.0,27.0,12.0,20.0,7.0,8.0,8.0,2.0,1.0,14.0,3.0,50.0,44.0,68,1.0,8.0,219,350
New Zealand,,76.0,1.0,,18.0,4.0,25.0,,3.0,,6.0,17.0,22,,,4.0,2.0,9,9.0,,1.0,5.0,713.0,3.0,,,,4.0,3.0,,1.0,3.0,,6.0,7.0,4,1.0,,68,75
Norway,2.0,6.0,12.0,9.0,13.0,,25.0,1.0,31.0,,12.0,32.0,56,5.0,3.0,3.0,2.0,19,7.0,3.0,1.0,21.0,7.0,2704.0,3.0,13.0,,10.0,2.0,3.0,1.0,4.0,,10.0,78.0,20,1.0,,59,102
Other,43.0,496.0,122.0,224.0,457.0,26.0,1041.0,26.0,92.0,3.0,67.0,1085.0,915,40.0,14.0,53.0,47.0,255,659.0,5.0,45.0,291.0,45.0,92.0,29.0,120.0,38.0,71.0,80.0,3.0,18.0,107.0,237.0,349.0,233.0,168,78.0,54.0,1109,2620
Poland,1.0,12.0,9.0,9.0,26.0,6.0,4.0,6.0,4.0,1.0,12.0,41.0,105,3.0,2.0,7.0,1.0,15,9.0,,,16.0,2.0,3.0,1059.0,3.0,3.0,14.0,4.0,,2.0,2.0,1.0,20.0,23.0,28,2.0,,52,154
Portugal,4.0,9.0,5.0,10.0,6.0,1.0,14.0,2.0,5.0,,9.0,46.0,33,2.0,1.0,4.0,3.0,20,3.0,,4.0,32.0,2.0,6.0,6.0,2516.0,,1.0,3.0,,1.0,1.0,,95.0,16.0,12,,3.0,96,98
Romania,,2.0,5.0,13.0,,,1.0,,2.0,,1.0,49.0,53,2.0,12.0,,1.0,21,2.0,,,9.0,,,,4.0,303.0,2.0,1.0,,,,,4.0,5.0,5,,3.0,14,36
Russia,,7.0,10.0,15.0,13.0,1.0,6.0,14.0,10.0,4.0,35.0,104.0,202,1.0,,7.0,9.0,26,19.0,,4.0,20.0,,14.0,17.0,6.0,,2440.0,1.0,5.0,,6.0,12.0,17.0,35.0,30,6.0,1.0,47,181
Singapore,,53.0,5.0,3.0,10.0,1.0,209.0,2.0,3.0,,1.0,13.0,25,2.0,,4.0,8.0,10,23.0,,1.0,17.0,8.0,,,2.0,,1.0,1228.0,1.0,,1.0,8.0,5.0,12.0,19,3.0,4.0,68,178
Slovakia,,,14.0,,4.0,,1.0,22.0,3.0,,5.0,9.0,18,1.0,3.0,2.0,,9,3.0,,,1.0,1.0,1.0,1.0,1.0,,6.0,1.0,136.0,,,,2.0,1.0,2,,,9,26
Slovenia,,1.0,9.0,,2.0,,2.0,,,,,5.0,8,1.0,,,5.0,16,2.0,,1.0,3.0,,2.0,,,,,1.0,,360.0,1.0,3.0,4.0,5.0,6,,1.0,5,12
South Africa,2.0,20.0,1.0,22.0,30.0,1.0,10.0,1.0,4.0,1.0,3.0,21.0,39,2.0,1.0,6.0,1.0,8,3.0,,2.0,38.0,6.0,7.0,5.0,2.0,,4.0,1.0,,,775.0,,5.0,11.0,21,1.0,1.0,105,105
South Korea,,22.0,2.0,2.0,39.0,,88.0,1.0,2.0,,3.0,12.0,53,1.0,2.0,1.0,1.0,7,86.0,,,9.0,4.0,,1.0,2.0,,4.0,11.0,,,1.0,4882.0,2.0,11.0,17,3.0,2.0,51,957
Spain,30.0,27.0,13.0,35.0,29.0,20.0,32.0,7.0,15.0,,15.0,141.0,163,9.0,6.0,21.0,4.0,101,9.0,,44.0,70.0,5.0,10.0,16.0,82.0,5.0,12.0,4.0,2.0,1.0,4.0,4.0,8662.0,34.0,41,,3.0,241,355
Sweden,4.0,55.0,18.0,18.0,30.0,,103.0,11.0,66.0,4.0,47.0,42.0,152,9.0,11.0,15.0,2.0,28,17.0,6.0,4.0,60.0,7.0,80.0,16.0,10.0,1.0,10.0,10.0,,,14.0,3.0,36.0,3160.0,43,2.0,2.0,137,195
Switzerland,8.0,43.0,45.0,45.0,53.0,2.0,48.0,11.0,25.0,3.0,14.0,172.0,450,20.0,11.0,12.0,13.0,121,25.0,1.0,,64.0,9.0,16.0,17.0,15.0,,17.0,7.0,5.0,4.0,12.0,10.0,50.0,41.0,2646,3.0,7.0,236,448
Taiwan,1.0,9.0,2.0,,14.0,,62.0,2.0,1.0,,4.0,14.0,16,,,,,2,35.0,,1.0,3.0,1.0,1.0,1.0,1.0,,3.0,5.0,,,1.0,3.0,2.0,,2,6290.0,,17,319
Turkey,,8.0,3.0,10.0,17.0,1.0,,,2.0,,1.0,12.0,35,2.0,,2.0,2.0,8,4.0,1.0,,17.0,,1.0,,3.0,,,2.0,,,1.0,4.0,6.0,3.0,12,,613.0,26,168
United Kingdom,10.0,274.0,49.0,61.0,189.0,17.0,325.0,27.0,65.0,6.0,41.0,272.0,500,68.0,27.0,86.0,25.0,271,96.0,,17.0,214.0,55.0,40.0,15.0,54.0,5.0,27.0,37.0,2.0,4.0,61.0,41.0,237.0,98.0,238,24.0,21.0,9781,913
United States,55.0,347.0,114.0,119.0,823.0,61.0,2623.0,43.0,122.0,4.0,92.0,463.0,1035,77.0,49.0,75.0,206.0,432,482.0,9.0,95.0,285.0,82.0,65.0,69.0,68.0,10.0,80.0,145.0,6.0,12.0,95.0,433.0,337.0,215.0,370,158.0,95.0,966,67707
